memnuniyet_seviyesi;performans_olcumu;proje_sayisi;aylik_calisma_suresi;tecrube
59;93;5;172;2
83;84;3;267;3
51;91;3;227;2
64;95;3;218;2
96;85;4;200;4
42;91;3;209;2
93;74;2;169;4
57;59;4;250;2
57;59;4;250;2
99;54;4;239;3
26;69;5;213;2
26;69;5;213;2
42;97;6;259;4
26;45;5;187;2
66;92;4;229;2
97;69;4;203;2
97;68;3;185;2
65;95;3;266;3
84;64;4;267;4
12;73;6;166;3
76;81;4;242;2
76;81;4;242;2
87;98;4;238;3
92;81;4;206;2
74;81;4;150;2
84;79;4;157;4
93;63;4;143;3
71;55;4;273;3
87;57;3;149;2
66;72;3;135;2
93;48;3;147;3
86;96;5;246;3
74;59;3;274;3
62;92;5;169;2
92;97;4;199;3
99;54;4;196;4
99;57;3;189;4
97;63;4;151;3
93;96;4;223;3
84;55;5;264;3
89;85;4;201;2
89;96;5;239;3
61;72;4;134;2
91;78;4;169;4
59;98;3;155;3
15;66;5;160;4
54;81;3;145;2
78;59;4;124;3
92;84;4;159;3
98;79;4;231;4
43;66;4;135;2
43;66;4;135;2
98;88;5;232;3
85;55;4;233;2
61;97;4;153;3
79;92;4;208;2
79;92;4;208;2
93;65;4;258;3
88;84;4;171;4
54;53;4;245;2
98;51;3;157;3
81;88;4;149;3
58;45;3;131;2
65;78;4;238;5
31;59;4;218;5
54;94;4;217;2
62;38;3;257;3
56;61;3;250;2
55;85;3;152;2
94;58;5;215;2
95;52;3;183;2
95;52;3;183;2
64;94;3;221;2
44;92;6;268;4
58;96;3;202;2
92;81;3;196;2
96;51;5;152;3
75;54;6;138;4
84;37;5;186;2
73;66;3;135;2
32;79;4;136;3
92;89;4;236;4
51;51;2;271;3
63;56;4;248;2
83;88;3;217;2
56;84;4;143;4
96;55;4;234;4
75;85;4;272;4
53;64;5;281;4
56;81;3;145;2
45;76;4;143;2
55;99;3;158;3
54;68;6;249;5
54;68;6;249;5
82;93;3;160;3
62;92;3;228;2
67;82;5;148;2
63;94;3;179;2
39;37;3;127;3
85;83;3;226;2
76;99;5;252;3
52;92;3;268;3
86;75;5;157;4
92;49;5;145;3
93;94;4;188;3
71;76;4;142;2
15;86;3;204;4
26;37;2;232;3
79;82;5;158;2
79;82;5;158;2
54;95;4;149;3
42;38;2;139;4
78;98;5;252;3
56;88;4;273;3
64;77;3;249;2
88;87;5;257;3
68;73;3;250;2
68;92;3;226;2
91;58;3;257;3
76;49;3;138;2
86;66;3;150;2
93;73;3;252;4
97;63;5;199;2
91;75;2;147;3
91;75;2;147;3
96;72;3;195;2
86;61;5;265;3
89;86;3;178;4
93;78;2;188;2
63;96;5;152;3
38;88;3;154;4
28;44;4;170;2
28;44;4;170;2
83;84;4;146;3
48;49;3;268;3
48;49;3;268;3
54;52;3;115;3
98;66;5;248;3
66;62;4;250;2
82;52;5;233;2
87;64;5;234;2
87;64;5;234;2
68;83;3;133;3
95;54;4;235;4
95;54;4;235;4
98;85;4;178;3
56;92;4;172;2
59;88;3;159;2
59;88;3;159;2
76;57;5;139;4
74;79;3;275;3
96;76;4;158;3
63;59;4;249;2
48;81;4;149;2
48;81;4;149;2
85;51;3;153;4
95;73;2;187;2
48;53;4;271;3
81;92;5;259;3
92;78;4;212;2
79;99;3;194;4
95;47;6;215;4
59;91;4;142;3
85;75;4;139;3
68;93;4;179;2
77;51;4;142;4
96;91;4;228;3
62;86;4;135;3
93;86;4;192;4
93;86;4;192;4
38;51;2;120;3
98;53;5;238;3
77;83;6;271;3
45;88;5;268;3
96;85;5;211;4
25;96;6;217;4
85;95;4;171;3
76;72;3;275;4
82;59;5;143;2
56;94;4;215;2
71;85;4;157;2
79;98;4;170;3
78;77;3;149;4
45;61;5;179;5
59;51;3;243;2
74;64;3;136;2
74;64;3;136;2
53;73;4;248;2
99;51;4;232;3
88;68;5;157;4
82;82;4;164;2
86;78;4;164;2
35;56;4;142;2
54;84;3;132;3
49;88;4;270;3
96;81;3;247;3
96;81;3;247;3
91;67;2;255;4
88;67;5;264;3
88;67;5;264;3
17;88;2;206;4
72;71;5;248;2
88;86;5;257;3
64;55;3;246;2
64;55;3;246;2
74;82;5;154;2
62;81;3;245;2
62;81;3;245;2
84;51;4;259;3
69;84;3;154;2
59;93;4;146;3
81;99;5;202;4
66;95;5;206;2
79;73;2;147;2
79;73;2;147;2
87;71;4;157;2
87;71;4;157;2
41;68;4;273;3
61;95;4;191;2
94;59;6;212;2
52;77;3;142;2
73;84;4;238;2
96;85;4;173;3
96;85;4;173;3
78;78;3;135;3
89;56;3;224;2
45;42;4;140;2
73;94;4;262;3
73;94;4;262;3
91;51;2;211;2
86;77;5;230;2
91;67;3;143;3
86;91;4;253;3
86;91;4;253;3
73;87;3;142;3
47;43;3;120;3
89;75;3;167;2
81;92;5;258;3
81;92;5;258;3
95;55;5;185;2
81;92;5;255;4
63;83;4;145;4
94;62;3;147;3
68;85;4;156;2
66;73;5;249;2
99;72;3;163;3
99;75;3;243;3
56;55;3;245;2
93;76;4;207;2
76;89;4;224;2
18;87;6;226;4
83;86;3;179;2
63;67;5;250;2
99;73;5;197;4
83;73;5;136;3
95;69;4;207;2
39;56;6;228;5
92;49;5;178;2
43;82;2;221;5
61;86;3;238;2
77;74;5;243;2
77;74;5;243;2
94;89;4;239;3
47;51;6;190;5
99;87;4;223;3
91;59;5;162;2
77;76;5;149;2
79;68;5;272;3
87;83;4;215;2
68;61;3;134;4
54;94;4;267;4
88;51;4;139;3
58;64;2;249;2
85;81;4;164;4
59;94;4;265;3
94;65;4;213;2
94;65;4;213;2
72;59;4;245;2
91;89;4;197;4
68;67;4;135;2
35;41;3;157;2
84;79;4;266;3
93;53;5;204;2
95;56;5;194;2
86;58;3;151;2
84;59;3;234;2
87;59;5;261;3
93;51;3;196;2
69;57;5;245;2
96;55;4;153;3
69;92;5;220;2
83;85;4;263;3
52;55;4;243;2
79;55;4;266;3
94;73;4;204;2
94;73;4;204;2
96;53;5;224;4
91;69;4;259;3
43;98;4;164;3
66;87;4;139;3
89;98;3;220;3
96;82;4;244;3
96;82;4;244;3
78;99;3;174;3
74;98;3;166;3
74;98;3;166;3
54;93;4;184;2
54;93;4;184;2
62;68;3;134;2
89;51;4;141;3
55;81;3;242;2
68;62;5;198;5
95;77;3;184;4
78;91;4;202;2
95;51;3;224;4
52;94;3;263;3
53;51;4;240;2
53;51;4;240;2
53;89;3;167;2
84;68;4;151;2
89;55;4;159;2
89;55;4;159;2
68;84;3;239;2
88;62;4;138;3
72;98;3;181;4
71;59;5;245;2
79;83;5;268;3
74;41;4;250;4
77;48;4;258;4
81;97;3;247;3
76;92;4;154;3
63;79;2;206;5
89;56;3;256;3
52;83;3;153;2
87;92;2;248;3
83;99;4;184;3
61;59;4;247;2
56;57;5;274;3
63;53;4;243;2
86;98;5;233;3
97;53;4;195;4
22;92;6;220;4
72;92;3;264;3
96;72;3;157;3
97;89;4;193;3
84;55;4;149;2
74;91;2;264;3
94;59;5;250;3
72;53;5;240;2
73;48;4;139;2
73;48;4;139;2
44;52;3;269;4
93;84;3;237;4
99;71;4;199;4
98;74;3;164;3
87;78;3;170;2
56;84;5;154;2
73;97;4;163;3
73;97;4;163;3
94;51;3;242;3
94;51;3;242;3
84;74;3;139;3
95;58;3;193;2
84;65;3;134;3
92;82;5;252;3
68;56;4;272;3
83;52;2;149;2
83;52;2;149;2
94;86;3;223;4
85;53;3;226;2
97;77;3;245;3
92;77;5;191;2
59;48;5;267;3
63;82;5;275;3
91;78;4;153;3
65;37;5;128;3
82;62;4;267;3
89;98;3;214;3
98;67;4;189;4
82;84;5;173;2
83;69;4;151;2
35;99;3;236;4
35;99;3;236;4
76;88;5;265;4
76;88;5;265;4
26;71;6;189;2
85;92;3;188;4
75;58;4;270;3
65;91;4;224;2
65;91;4;224;2
94;73;3;154;3
27;48;4;185;2
27;48;4;185;2
54;97;4;258;3
96;51;4;237;3
21;62;4;247;3
94;93;4;220;3
79;99;4;177;3
25;94;6;199;4
56;72;4;247;2
91;93;4;184;3
91;71;3;171;2
48;56;4;271;3
52;99;4;253;3
97;58;4;187;4
35;64;4;147;2
51;83;3;133;3
13;53;6;173;4
61;67;3;188;5
83;84;2;149;3
87;49;2;251;3
61;85;4;273;3
58;91;3;223;2
83;77;3;232;2
77;75;3;272;3
79;71;4;271;3
71;93;2;199;2
59;93;3;265;3
54;93;5;189;2
98;53;3;234;3
64;94;3;204;2
34;99;4;184;3
44;46;3;121;3
87;52;3;158;2
77;71;2;242;2
83;79;4;143;3
68;54;3;270;4
73;95;3;258;3
69;64;3;275;3
94;87;4;240;3
98;84;4;182;3
77;78;2;271;3
21;81;5;169;4
69;65;4;136;2
56;77;5;279;4
92;55;3;172;2
75;88;3;224;2
96;55;3;225;4
96;55;3;225;4
67;59;3;205;5
66;93;4;187;2
67;91;3;147;3
75;75;3;273;3
99;64;4;218;4
81;82;4;167;2
43;85;6;168;2
87;58;4;259;3
46;53;3;135;2
76;81;5;270;4
86;69;5;157;4
54;76;4;244;2
54;76;4;244;2
46;43;4;258;3
35;54;2;124;3
69;55;5;242;2
13;76;5;217;3
61;83;4;153;2
61;83;4;153;2
69;53;3;135;2
69;56;5;271;3
76;74;5;132;3
37;37;5;173;2
86;64;4;263;3
71;79;4;133;3
62;91;5;267;3
95;63;3;249;3
54;93;4;161;4
91;61;3;255;3
91;54;3;210;2
85;77;4;264;3
85;94;5;235;4
85;94;5;235;4
37;71;2;139;4
74;69;4;244;2
83;61;4;262;4
82;97;4;243;3
84;93;3;242;4
93;64;4;253;3
93;64;4;253;3
91;76;5;152;3
91;56;3;168;2
98;76;5;168;3
59;99;5;254;3
93;87;4;218;4
99;81;5;180;3
99;86;3;198;3
84;91;3;247;4
13;48;3;210;3
88;59;3;224;2
89;79;4;152;3
88;93;4;177;3
14;51;5;173;4
78;87;4;264;3
26;46;2;242;3
83;85;4;261;3
37;86;6;260;3
37;86;6;260;3
51;88;5;225;2
82;88;4;259;3
99;52;4;167;3
78;95;3;249;4
79;74;3;238;2
58;76;4;197;5
58;76;4;197;5
93;68;2;150;3
82;78;5;231;2
94;82;3;246;3
81;85;3;263;3
97;75;5;228;4
74;67;3;273;3
77;83;4;231;2
89;66;5;224;2
57;49;2;237;2
37;45;2;126;3
37;45;2;126;3
37;45;2;126;3
42;77;3;270;3
82;87;3;206;2
76;45;4;147;2
76;45;4;147;2
61;61;4;246;2
61;61;4;246;2
85;66;4;155;4
85;66;4;155;4
88;67;4;226;2
19;68;5;149;3
84;77;4;262;4
67;92;4;265;4
87;77;4;261;3
88;91;4;233;4
88;91;4;233;4
88;77;4;168;4
93;88;4;177;3
83;73;4;157;2
83;73;4;157;2
51;93;3;162;4
76;73;4;148;2
59;89;5;169;2
64;99;4;180;4
93;79;5;241;4
63;86;4;271;3
36;45;2;127;3
36;45;2;127;3
89;51;3;249;3
66;98;4;163;3
86;83;5;208;2
88;95;4;234;3
71;96;4;161;3
72;74;3;243;2
58;86;5;271;3
94;62;5;201;2
76;61;3;141;2
51;58;4;272;3
91;57;4;145;3
19;76;2;158;3
89;79;5;257;3
13;76;5;219;4
13;76;5;219;4
95;63;4;153;3
89;93;3;181;3
45;64;5;133;4
57;92;6;267;4
74;42;3;131;3
86;82;4;212;2
86;82;4;212;2
73;53;4;139;2
91;52;4;172;4
19;86;4;192;4
59;92;4;183;2
87;52;4;140;3
87;52;4;140;3
47;81;4;133;3
59;97;3;257;3
59;97;3;257;3
84;55;3;135;3
85;77;5;263;3
69;82;4;273;4
78;93;4;161;3
91;89;2;219;4
91;85;3;248;3
71;77;3;149;2
86;94;5;209;4
77;89;5;152;3
71;79;3;134;3
37;43;2;155;2
53;82;3;133;3
78;61;4;268;3
72;62;3;243;2
72;62;3;243;2
63;78;4;275;3
63;78;4;275;3
51;49;4;234;2
89;54;3;214;2
98;62;2;240;3
71;73;3;274;3
71;69;3;274;3
71;98;5;167;3
97;77;3;206;4
95;78;5;246;3
46;64;2;121;3
51;95;4;258;3
69;89;4;174;2
76;75;3;239;2
88;67;5;260;3
76;42;3;217;2
72;59;5;138;2
67;85;3;153;4
92;79;3;243;4
64;93;5;198;2
89;74;4;174;2
89;74;4;174;2
82;85;3;214;2
82;85;3;214;2
73;69;6;273;4
72;85;4;142;3
63;85;3;151;4
89;78;3;185;2
82;92;5;252;3
78;55;3;144;2
53;85;5;161;2
78;72;5;270;3
72;51;3;235;2
59;89;5;143;3
98;61;5;239;3
81;68;3;236;2
74;87;5;224;2
74;87;5;224;2
82;76;4;266;3
82;76;4;266;3
74;94;4;255;4
58;49;3;135;2
93;59;3;202;2
93;59;3;202;2
32;47;3;143;4
32;47;3;143;4
83;87;3;156;3
78;82;4;143;3
58;79;4;130;3
88;68;5;224;2
92;67;3;149;3
72;94;3;258;3
79;59;3;145;2
97;58;4;159;3
85;99;3;201;3
88;65;4;224;2
83;69;4;233;2
75;96;3;252;3
53;92;3;199;2
62;92;5;149;3
76;98;4;173;3
81;87;4;203;2
74;89;5;182;2
48;87;3;221;2
89;84;2;252;3
23;63;5;151;4
17;84;5;216;4
85;55;3;137;3
84;78;4;263;3
84;78;4;263;3
92;54;3;246;3
92;68;5;210;2
53;58;4;134;2
71;88;4;266;3
73;55;4;267;3
52;91;4;187;2
74;53;5;141;2
64;92;5;211;2
81;56;4;262;3
99;68;4;238;3
95;78;4;245;3
45;87;2;268;4
77;78;3;269;3
85;78;3;165;4
88;52;4;166;2
67;54;2;136;2
66;81;4;148;4
35;54;3;138;4
85;81;4;260;3
85;81;4;260;3
85;73;4;260;4
61;95;4;169;4
94;89;3;230;3
53;98;2;163;3
92;58;5;205;2
48;67;5;273;3
72;64;4;140;2
82;52;5;225;2
59;83;3;156;2
62;79;3;274;3
48;89;4;145;3
48;89;4;145;3
65;85;4;233;2
22;62;6;142;3
85;58;3;226;2
85;58;3;226;2
87;93;3;178;3
84;54;4;156;4
37;46;2;127;3
99;58;2;166;3
98;65;4;216;4
98;69;2;204;4
78;96;3;248;3
85;69;3;263;3
29;48;2;249;4
79;79;4;231;2
79;79;4;231;2
97;52;4;231;3
82;82;3;148;3
82;82;3;148;3
55;83;3;157;2
38;45;2;127;3
53;97;4;254;3
83;69;4;232;2
52;63;4;136;2
69;56;3;240;2
61;64;3;245;2
86;53;4;160;2
61;83;5;236;2
28;95;5;191;3
28;95;5;191;3
51;91;4;194;2
68;84;3;270;3
68;84;3;270;3
66;54;2;136;2
87;58;3;140;3
57;96;4;257;3
96;74;5;194;4
49;89;3;213;2
75;95;3;253;3
56;55;2;270;3
91;62;5;169;4
93;68;4;196;2
87;54;4;162;2
83;85;4;201;2
66;85;5;271;4
15;53;6;222;3
97;66;4;193;4
95;81;5;210;4
72;95;2;178;4
83;49;4;218;2
83;49;4;218;2
72;71;3;242;2
69;67;4;274;4
44;45;2;124;3
93;66;4;242;4
94;84;5;240;3
61;97;4;256;4
45;92;6;164;4
75;77;4;136;3
16;82;6;202;4
16;82;6;202;4
76;64;4;144;2
18;76;5;173;4
76;57;4;266;3
57;86;3;164;2
92;56;5;197;2
96;75;4;165;3
83;57;3;135;3
68;72;4;274;3
82;78;5;166;2
96;59;3;241;3
96;59;3;241;3
87;76;4;218;2
83;99;3;226;3
79;57;4;233;2
56;84;4;149;4
91;65;5;174;2
52;91;5;193;2
29;86;3;251;4
18;85;5;192;3
88;62;4;221;2
74;83;4;142;3
63;71;5;141;2
86;95;4;184;3
75;83;4;229;2
92;58;4;201;2
75;71;5;147;4
88;59;4;142;3
97;86;5;222;3
51;83;3;136;3
34;39;2;136;3
68;96;4;255;3
96;59;3;158;3
81;83;3;177;2
49;67;3;140;2
49;67;3;140;2
24;61;5;252;4
66;65;4;244;2
43;76;6;154;2
43;76;6;154;2
35;41;6;244;3
88;92;3;179;3
89;59;3;247;4
83;65;3;231;2
68;53;3;138;2
68;53;3;138;2
65;77;5;241;2
59;92;4;196;2
13;67;3;181;4
52;57;3;270;3
52;57;3;270;3
86;85;3;254;3
65;88;4;268;4
54;67;3;243;2
63;71;4;244;2
63;71;4;244;2
58;91;5;185;2
84;79;4;258;4
76;97;5;172;3
72;62;3;270;4
68;79;4;273;4
62;62;4;136;2
74;92;4;258;3
28;37;3;164;4
28;37;3;164;4
56;94;3;154;3
56;94;3;154;3
86;82;4;252;4
86;92;4;229;4
99;61;3;167;3
74;87;5;264;3
74;87;5;264;3
83;84;4;206;2
89;68;4;146;3
81;92;3;251;3
85;98;5;222;3
85;98;5;222;3
67;55;5;239;2
88;63;3;257;3
63;92;2;198;2
93;92;3;205;3
75;74;6;134;3
48;76;5;236;2
42;73;4;208;5
85;79;3;217;2
87;75;4;218;2
62;92;4;198;2
96;83;3;234;3
51;94;4;155;3
69;91;5;205;2
86;55;5;219;2
78;57;4;264;3
85;82;3;153;3
61;81;4;134;3
61;81;4;134;3
88;71;5;219;2
79;87;3;194;2
79;87;3;194;2
99;55;3;170;3
99;55;3;170;3
56;91;4;188;2
92;93;4;208;3
97;48;4;221;3
71;91;3;261;3
84;56;5;224;2
84;56;5;224;2
84;78;5;172;2
51;94;5;260;4
41;96;5;167;3
68;65;3;243;2
82;79;4;224;2
58;84;4;150;4
77;66;3;147;2
84;74;4;226;2
94;77;5;233;4
27;62;6;136;3
46;55;3;139;2
64;89;4;146;3
62;68;3;124;3
72;52;3;143;4
85;54;3;139;3
87;61;3;162;2
87;61;3;162;2
65;59;5;271;3
54;55;4;208;5
94;69;3;248;3
86;72;4;167;2
43;51;2;123;3
39;46;2;127;3
14;76;5;215;4
82;93;3;247;3
82;93;3;247;3
96;54;5;161;3
81;78;3;166;2
87;67;5;143;3
51;48;5;136;4
37;53;2;126;3
83;94;4;243;3
55;97;4;162;3
99;68;4;235;3
56;81;5;274;4
75;84;3;145;3
96;83;3;233;3
65;57;3;137;4
71;75;4;272;4
79;67;4;267;3
56;98;3;251;3
77;65;4;268;3
91;85;3;244;3
98;73;2;237;3
76;47;3;223;2
77;71;3;134;3
34;46;5;131;3
45;72;3;148;2
96;58;5;197;4
59;63;5;243;2
63;83;4;159;2
62;87;6;169;2
41;63;2;145;2
41;63;2;145;2
26;47;3;241;4
24;65;4;248;3
64;91;4;150;3
74;86;3;221;2
74;86;4;221;2
77;93;5;182;4
55;99;4;248;3
53;85;5;268;3
55;65;5;138;2
65;52;4;266;3
69;63;5;140;4
69;63;5;140;4
95;49;4;229;3
88;55;5;168;2
61;82;3;271;3
86;51;4;211;2
29;91;4;183;4
29;91;4;183;4
16;42;3;182;3
16;42;3;182;3
36;47;2;129;3
89;73;4;171;4
79;56;4;132;3
66;79;5;134;3
66;79;5;134;3
53;75;4;239;2
48;57;4;270;4
48;57;4;270;4
48;57;4;270;4
77;86;4;215;2
92;62;3;199;2
61;82;3;157;2
82;97;5;235;3
89;95;5;203;3
54;95;4;256;3
54;95;4;256;3
81;61;5;231;2
36;54;2;127;3
78;96;4;245;3
67;99;4;247;3
67;67;4;141;2
67;67;4;141;2
87;75;3;258;3
55;92;3;151;3
96;62;6;193;4
24;89;5;228;4
88;58;4;215;2
78;98;4;239;3
21;57;5;239;3
84;75;2;168;2
57;91;3;193;2
57;91;3;193;2
28;66;3;184;2
59;68;5;243;2
84;62;4;138;3
89;85;3;166;3
19;83;3;225;4
85;49;4;142;3
89;73;3;210;2
27;45;3;239;4
37;46;2;129;3
69;96;5;164;3
37;51;2;127;3
37;51;2;127;3
37;51;2;127;3
37;51;2;127;3
36;42;2;192;2
53;52;2;135;4
93;78;5;191;4
37;52;4;151;2
35;54;3;128;3
38;49;2;127;3
75;74;4;153;2
38;45;2;129;3
38;45;2;129;3
79;97;5;208;4
71;76;3;134;3
58;88;3;157;4
83;91;3;168;3
56;66;3;139;2
82;81;3;149;3
82;61;3;229;2
19;85;6;210;4
36;46;2;130;3
75;63;4;268;3
97;63;5;163;3
49;37;5;246;3
49;37;5;246;3
38;47;2;128;3
38;47;2;128;3
54;51;3;265;3
78;96;2;174;3
89;94;5;223;3
59;79;4;272;3
63;86;3;269;4
82;74;3;163;2
57;87;4;171;2
97;85;4;219;3
86;63;4;162;2
71;99;4;238;4
74;63;4;238;2
39;48;2;127;3
79;78;2;228;2
78;61;3;148;2
32;41;3;138;3
94;87;3;229;3
76;79;3;162;2
97;84;3;223;3
75;92;3;160;3
58;79;2;274;4
58;86;3;226;2
96;48;4;222;3
92;82;4;168;3
52;88;3;179;2
61;96;4;161;3
44;56;3;123;3
88;59;2;144;3
92;68;5;177;4
92;68;5;177;4
75;82;3;227;2
79;57;5;230;2
58;86;4;168;2
58;86;4;168;2
41;48;2;126;3
66;66;4;273;4
66;66;4;273;4
78;49;4;222;2
55;72;4;273;3
15;74;2;176;3
61;72;3;144;2
43;46;2;126;3
86;61;4;221;2
53;41;2;148;2
91;68;4;187;2
67;66;6;272;3
61;78;3;238;2
83;75;3;262;3
95;88;3;199;3
95;88;3;199;3
85;91;3;244;3
65;42;6;220;2
87;63;3;143;3
83;48;3;242;4
83;67;4;139;3
38;51;3;151;2
89;68;3;175;2
51;55;4;267;3
73;99;3;241;3
73;99;3;241;3
96;87;4;213;3
81;62;4;153;4
81;62;4;153;4
82;58;4;136;3
18;62;3;165;4
99;71;4;232;3
63;99;3;247;3
37;55;2;127;3
37;55;2;127;3
37;55;2;127;3
95;48;4;225;3
95;48;4;225;3
86;96;4;196;3
59;82;2;233;2
49;55;4;268;4
16;73;6;170;3
91;73;3;155;3
45;48;3;145;2
45;48;3;145;2
39;49;2;127;3
39;49;2;127;3
98;49;4;214;3
84;93;5;225;4
97;55;4;166;3
87;53;4;144;3
58;63;4;272;3
68;97;3;250;3
68;97;3;250;3
44;38;3;197;2
88;56;4;243;4
22;88;4;213;3
45;43;4;253;4
95;73;3;243;3
84;79;4;259;3
55;77;3;237;2
52;62;5;239;2
52;62;5;239;2
63;86;4;169;2
95;57;3;238;3
73;65;3;145;2
87;94;4;189;3
87;94;4;189;3
19;79;5;171;3
64;56;3;238;2
34;46;2;169;2
84;79;2;150;3
93;67;5;237;4
59;87;3;268;4
37;46;2;130;3
48;56;5;140;2
98;57;3;229;3
87;74;4;178;2
44;65;3;271;4
44;65;3;271;4
37;48;2;129;3
37;48;2;129;3
57;94;4;257;3
99;77;4;184;3
17;51;5;221;3
16;76;4;223;4
16;76;4;223;4
89;61;3;211;2
89;83;3;164;3
72;69;3;270;4
39;56;2;126;3
37;51;2;128;3
85;65;4;162;2
49;87;3;212;2
67;61;4;140;2
77;95;3;192;4
81;54;4;155;4
38;49;2;128;3
74;97;3;239;4
62;99;4;171;3
84;65;2;140;3
88;75;5;152;3
77;91;4;161;3
77;91;4;161;3
34;62;4;158;2
15;74;6;178;3
54;72;6;222;5
36;78;2;151;4
36;78;2;151;4
36;78;2;151;4
92;88;3;184;3
81;84;4;198;2
81;84;3;198;2
81;68;5;230;2
97;64;3;237;3
74;83;4;170;2
56;93;4;260;4
58;58;3;122;3
89;71;5;182;2
51;84;4;224;2
74;64;4;268;3
95;53;4;162;3
61;81;5;136;3
74;92;5;255;3
78;63;4;265;3
86;56;5;215;2
37;52;2;128;3
37;52;2;128;3
37;52;2;128;3
36;51;2;129;3
61;95;4;174;4
96;52;4;228;3
61;53;4;266;3
37;45;2;131;3
37;45;2;131;3
37;45;2;131;3
89;85;4;195;4
87;68;3;257;3
62;88;5;146;3
81;83;4;259;3
33;72;2;173;2
59;55;4;138;2
24;48;4;145;3
75;52;3;260;3
23;68;5;244;3
53;76;5;143;4
54;77;4;271;3
96;55;3;164;3
96;55;3;164;3
84;81;4;198;2
77;95;3;246;3
55;61;4;272;4
61;42;3;145;4
61;42;3;145;4
54;91;3;151;3
91;76;3;159;3
68;81;3;232;2
97;68;3;167;3
98;83;5;211;3
88;75;4;201;2
41;46;2;128;3
41;46;2;128;3
41;46;2;128;3
41;46;2;128;3
97;75;5;235;3
37;88;4;155;3
56;89;4;263;3
51;78;3;155;2
51;79;4;134;3
72;76;3;269;3
79;93;5;169;3
78;97;4;221;4
78;96;3;202;4
78;96;3;202;4
78;81;3;222;2
53;74;5;237;2
83;57;2;222;2
83;57;2;222;2
96;53;3;166;3
53;97;4;249;3
75;83;3;146;3
75;83;3;146;3
19;51;5;226;3
63;87;4;145;3
54;51;4;137;4
88;83;4;163;3
64;68;3;272;3
91;55;4;179;4
62;75;3;149;2
81;81;5;215;2
63;82;3;269;3
99;79;4;192;3
75;65;4;148;2
87;48;5;242;3
87;48;5;242;3
37;57;2;128;3
84;72;4;222;2
71;59;4;143;2
71;59;4;143;2
67;54;2;141;2
18;48;4;176;4
67;85;4;266;3
72;98;5;197;4
83;93;5;241;3
71;95;3;251;3
39;53;2;127;3
39;53;2;127;3
39;53;2;127;3
81;44;4;166;4
84;91;3;199;4
86;62;3;256;3
66;99;5;244;3
56;57;5;237;2
75;68;3;150;2
96;51;4;225;3
96;51;4;225;3
77;71;5;233;2
98;68;5;171;3
98;68;5;171;3
35;81;6;256;3
37;46;2;131;3
88;71;5;255;3
72;51;3;146;2
84;52;4;251;3
51;98;4;245;3
58;63;4;271;3
68;83;5;267;3
44;36;2;136;3
67;92;5;258;3
56;51;4;140;2
19;79;4;229;4
19;79;4;229;4
49;58;3;136;4
39;54;2;127;3
39;54;2;127;3
39;54;2;127;3
39;54;2;127;3
39;54;2;127;3
91;49;3;213;4
95;79;4;174;3
64;78;5;148;4
85;86;4;250;3
38;52;2;128;3
89;55;4;196;2
78;53;3;152;2
51;58;4;140;2
51;58;4;140;2
69;89;2;202;2
95;87;3;201;3
75;56;5;231;2
84;71;4;222;2
96;73;5;169;3
69;89;5;201;2
39;57;2;127;3
39;57;2;127;3
39;57;2;127;3
86;77;3;152;3
84;58;3;140;3
36;46;2;132;3
49;69;4;270;3
13;52;6;188;3
74;75;2;137;3
71;66;3;238;2
92;82;4;207;4
71;81;3;141;3
72;67;4;147;2
94;81;4;237;3
72;99;4;239;3
72;99;4;239;3
13;58;4;203;4
15;66;4;180;4
75;73;2;152;4
91;59;4;177;4
73;97;3;174;3
73;97;3;174;3
83;91;3;196;4
77;78;3;165;2
87;82;4;251;3
39;64;3;152;2
51;69;3;145;2
79;86;4;173;4
76;64;4;234;2
76;64;4;234;2
81;83;3;196;2
84;72;3;256;4
96;82;5;185;3
69;55;4;234;2
89;65;3;208;2
62;85;4;225;2
32;48;5;246;3
22;53;5;160;4
93;76;3;244;3
65;67;3;240;2
65;67;3;240;2
13;65;4;194;4
91;75;4;159;3
91;75;4;159;3
59;47;3;143;2
36;51;2;130;3
36;51;2;130;3
72;49;4;148;2
19;73;4;231;3
51;72;3;148;2
92;78;5;193;4
62;64;3;240;2
88;88;3;220;4
72;84;2;173;2
38;54;2;128;3
38;54;2;128;3
38;54;2;128;3
83;74;3;221;2
37;49;2;130;3
81;84;4;173;4
51;75;3;234;2
57;73;3;129;3
53;71;4;271;3
83;93;3;220;4
81;57;3;224;2
85;57;4;216;2
59;79;3;270;3
79;96;4;180;3
77;85;4;189;2
77;85;4;189;2
61;61;4;239;2
95;62;3;161;3
96;81;4;183;3
66;84;4;168;2
56;69;5;239;2
81;81;4;212;2
81;81;4;212;2
78;54;3;134;3
15;52;4;207;4
94;55;3;160;3
86;68;4;170;2
66;72;4;271;3
66;72;4;271;3
97;61;4;167;3
53;67;4;238;2
97;62;3;167;3
61;51;3;141;2
54;77;5;270;3
84;76;5;215;2
81;77;3;221;2
81;77;3;221;2
72;69;4;149;2
99;57;3;221;3
85;53;3;250;3
74;55;4;262;3
74;55;4;262;3
75;63;3;148;4
94;58;4;159;3
52;85;5;173;2
41;51;2;127;3
87;89;4;219;4
88;69;3;248;4
57;82;5;138;3
16;65;5;165;3
52;39;6;246;4
89;84;6;196;4
88;59;6;243;4
91;71;5;156;3
55;87;3;215;2
